global_id,true_label_coarse,best_label_by_keywords,overlap_true,overlap_best,correct,num_keywords,prompt_version
VSB_vsb_0750,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0756,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0804,6_Specificial_Advice,6_Specificial_Advice,10,10,1,9,exp2_v1
VSB_vsb_0822,6_Specificial_Advice,2_Non-Violent_Crimes,3,3,0,5,exp2_v1
VSB_vsb_0746,6_Specificial_Advice,6_Specificial_Advice,8,8,1,22,exp2_v1
VSB_vsb_0819,6_Specificial_Advice,6_Specificial_Advice,8,8,1,8,exp2_v1
VSB_vsb_0834,6_Specificial_Advice,6_Specificial_Advice,11,11,1,22,exp2_v1
VSB_vsb_0785,6_Specificial_Advice,6_Specificial_Advice,7,7,1,11,exp2_v2_retry
VSB_vsb_0757,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0788,6_Specificial_Advice,1_Violent_Crimes,5,7,0,10,exp2_v2_retry
VSB_vsb_0779,6_Specificial_Advice,6_Specificial_Advice,7,7,1,11,exp2_v1
VSB_vsb_0808,6_Specificial_Advice,6_Specificial_Advice,7,7,1,8,exp2_v2_retry
VSB_vsb_0766,6_Specificial_Advice,6_Specificial_Advice,15,15,1,20,exp2_v1
VSB_vsb_0814,6_Specificial_Advice,6_Specificial_Advice,6,6,1,5,exp2_v1
VSB_vsb_0768,6_Specificial_Advice,6_Specificial_Advice,9,9,1,10,exp2_v1
VSB_vsb_0794,6_Specificial_Advice,1_Violent_Crimes,3,3,0,5,exp2_v2_retry
VSB_vsb_0817,6_Specificial_Advice,6_Specificial_Advice,7,7,1,12,exp2_v1
VSB_vsb_0799,6_Specificial_Advice,11_Suicide_Self-Harm,4,4,0,13,exp2_v1
VSB_vsb_0775,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0830,6_Specificial_Advice,6_Specificial_Advice,10,10,1,11,exp2_v1
VSB_vsb_0747,6_Specificial_Advice,6_Specificial_Advice,7,7,1,13,exp2_v1
VSB_vsb_0783,6_Specificial_Advice,6_Specificial_Advice,8,8,1,11,exp2_v1
VSB_vsb_0825,6_Specificial_Advice,6_Specificial_Advice,8,8,1,11,exp2_v1
VSB_vsb_0773,6_Specificial_Advice,6_Specificial_Advice,8,8,1,13,exp2_v1
VSB_vsb_0800,6_Specificial_Advice,6_Specificial_Advice,4,4,1,10,exp2_v2_retry
VSB_vsb_0784,6_Specificial_Advice,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_0765,6_Specificial_Advice,6_Specificial_Advice,11,11,1,19,exp2_v1
VSB_vsb_0813,6_Specificial_Advice,6_Specificial_Advice,5,5,1,5,exp2_v1
VSB_vsb_0820,6_Specificial_Advice,6_Specificial_Advice,6,6,1,5,exp2_v1
VSB_vsb_0791,6_Specificial_Advice,6_Specificial_Advice,8,8,1,10,exp2_v1
VSB_vsb_0835,6_Specificial_Advice,6_Specificial_Advice,4,4,1,6,exp2_v2_retry
VSB_vsb_0752,6_Specificial_Advice,6_Specificial_Advice,8,8,1,11,exp2_v1
VSB_vsb_0801,6_Specificial_Advice,6_Specificial_Advice,8,8,1,11,exp2_v1
VSB_vsb_0798,6_Specificial_Advice,6_Specificial_Advice,11,11,1,21,exp2_v1
VSB_vsb_0787,6_Specificial_Advice,6_Specificial_Advice,8,8,1,12,exp2_v1
VSB_vsb_0777,6_Specificial_Advice,6_Specificial_Advice,6,6,1,9,exp2_v2_retry
VSB_vsb_0864,7_Privacy,7_Privacy,9,9,1,11,exp2_v1
VSB_vsb_0844,7_Privacy,9_Indiscriminate_Weapons,1,6,0,11,exp2_v1
VSB_vsb_0890,7_Privacy,7_Privacy,6,6,1,5,exp2_v1
VSB_vsb_0896,7_Privacy,3_Sex-Related_Crimes,1,7,0,13,exp2_v1
VSB_vsb_0887,7_Privacy,2_Non-Violent_Crimes,8,9,0,10,exp2_v1
VSB_vsb_0935,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0898,7_Privacy,7_Privacy,8,8,1,9,exp2_v1
VSB_vsb_0885,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0920,7_Privacy,7_Privacy,6,6,1,5,exp2_v2_retry
VSB_vsb_0849,7_Privacy,7_Privacy,14,14,1,12,exp2_v1
VSB_vsb_0845,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0925,7_Privacy,7_Privacy,8,8,1,11,exp2_v1
VSB_vsb_0902,7_Privacy,7_Privacy,9,9,1,11,exp2_v2_retry
VSB_vsb_0872,7_Privacy,7_Privacy,8,8,1,11,exp2_v1
VSB_vsb_0843,7_Privacy,2_Non-Violent_Crimes,4,5,0,5,exp2_v1
VSB_vsb_0906,7_Privacy,2_Non-Violent_Crimes,3,4,0,10,exp2_v2_retry
VSB_vsb_0912,7_Privacy,7_Privacy,9,9,1,12,exp2_v1
VSB_vsb_0913,7_Privacy,2_Non-Violent_Crimes,6,7,0,10,exp2_v1
VSB_vsb_0867,7_Privacy,7_Privacy,13,13,1,13,exp2_v1
VSB_vsb_0869,7_Privacy,7_Privacy,9,9,1,14,exp2_v1
VSB_vsb_0851,7_Privacy,7_Privacy,11,11,1,14,exp2_v1
VSB_vsb_0904,7_Privacy,7_Privacy,11,11,1,12,exp2_v1
VSB_vsb_0907,7_Privacy,7_Privacy,8,8,1,11,exp2_v1
VSB_vsb_0893,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0914,7_Privacy,7_Privacy,7,7,1,10,exp2_v1
VSB_vsb_0879,7_Privacy,2_Non-Violent_Crimes,5,6,0,11,exp2_v1
VSB_vsb_0854,7_Privacy,7_Privacy,7,7,1,10,exp2_v1
VSB_vsb_0858,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0894,7_Privacy,10_Hate,0,3,0,4,exp2_v1
VSB_vsb_0918,7_Privacy,7_Privacy,10,10,1,11,exp2_v1
VSB_vsb_0850,7_Privacy,7_Privacy,8,8,1,10,exp2_v1
VSB_vsb_0853,7_Privacy,7_Privacy,12,12,1,11,exp2_v1
VSB_vsb_0919,7_Privacy,7_Privacy,11,11,1,10,exp2_v2_retry
VSB_vsb_0934,7_Privacy,7_Privacy,9,9,1,11,exp2_v1
VSB_vsb_0846,7_Privacy,7_Privacy,11,11,1,11,exp2_v1
VSB_vsb_0866,7_Privacy,13_Elections,5,6,0,11,exp2_v1
VSB_vsb_0889,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0926,7_Privacy,7_Privacy,12,12,1,12,exp2_v1
VSB_vsb_0886,7_Privacy,2_Non-Violent_Crimes,7,8,0,11,exp2_v1
VSB_vsb_0841,7_Privacy,7_Privacy,13,13,1,12,exp2_v1
VSB_vsb_0933,7_Privacy,2_Non-Violent_Crimes,10,11,0,12,exp2_v1
VSB_vsb_0868,7_Privacy,10_Hate,1,4,0,5,exp2_v1
VSB_vsb_0917,7_Privacy,7_Privacy,7,7,1,11,exp2_v1
VSB_vsb_0883,7_Privacy,7_Privacy,12,12,1,21,exp2_v1
VSB_vsb_0900,7_Privacy,11_Suicide_Self-Harm,0,3,0,7,exp2_v2_retry
VSB_vsb_0932,7_Privacy,1_Violent_Crimes,2,8,0,7,exp2_v2_retry
VSB_vsb_0871,7_Privacy,7_Privacy,9,9,1,8,exp2_v1
VSB_vsb_0860,7_Privacy,7_Privacy,11,11,1,11,exp2_v1
VSB_vsb_0897,7_Privacy,1_Violent_Crimes,5,8,0,12,exp2_v1
VSB_vsb_0856,7_Privacy,7_Privacy,9,9,1,11,exp2_v1
VSB_vsb_0924,7_Privacy,1_Violent_Crimes,1,5,0,3,exp2_fallback_generic
VSB_vsb_0862,7_Privacy,7_Privacy,10,10,1,11,exp2_v1
VSB_vsb_0923,7_Privacy,7_Privacy,10,10,1,13,exp2_v1
VSB_vsb_0847,7_Privacy,7_Privacy,9,9,1,10,exp2_v1
VSB_vsb_0884,7_Privacy,13_Elections,6,6,0,12,exp2_v1
VSB_vsb_0895,7_Privacy,7_Privacy,8,8,1,8,exp2_v1
VSB_vsb_0881,7_Privacy,4_Child_Sexual_Exploitation,4,7,0,11,exp2_v1
VSB_vsb_0910,7_Privacy,7_Privacy,10,10,1,11,exp2_v1
VSB_vsb_0915,7_Privacy,13_Elections,5,5,0,11,exp2_v1
VSB_vsb_0840,7_Privacy,7_Privacy,11,11,1,11,exp2_v2_retry
VSB_vsb_0965,8_Intellectual_Property,8_Intellectual_Property,11,11,1,29,exp2_v1
VSB_vsb_0982,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0945,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1012,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0954,8_Intellectual_Property,7_Privacy,7,7,0,5,exp2_v1
VSB_vsb_0962,8_Intellectual_Property,8_Intellectual_Property,8,8,1,6,exp2_v1
VSB_vsb_0936,8_Intellectual_Property,6_Specificial_Advice,7,7,0,12,exp2_v1
VSB_vsb_1026,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1020,8_Intellectual_Property,8_Intellectual_Property,7,7,1,10,exp2_v2_retry
VSB_vsb_1022,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0951,8_Intellectual_Property,9_Indiscriminate_Weapons,3,7,0,11,exp2_v1
VSB_vsb_1025,8_Intellectual_Property,3_Sex-Related_Crimes,3,3,0,5,exp2_v2_retry
VSB_vsb_0973,8_Intellectual_Property,11_Suicide_Self-Harm,1,5,0,10,exp2_v2_retry
VSB_vsb_0983,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0939,8_Intellectual_Property,8_Intellectual_Property,10,10,1,10,exp2_v1
VSB_vsb_1013,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1031,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1027,8_Intellectual_Property,11_Suicide_Self-Harm,2,4,0,11,exp2_v1
VSB_vsb_0959,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0994,8_Intellectual_Property,6_Specificial_Advice,6,7,0,10,exp2_v1
VSB_vsb_0950,8_Intellectual_Property,8_Intellectual_Property,4,4,1,9,exp2_v2_retry
VSB_vsb_0997,8_Intellectual_Property,8_Intellectual_Property,8,8,1,11,exp2_v2_retry
VSB_vsb_0980,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0969,8_Intellectual_Property,8_Intellectual_Property,5,5,1,9,exp2_v2_retry
VSB_vsb_0952,8_Intellectual_Property,8_Intellectual_Property,9,9,1,8,exp2_v2_retry
VSB_vsb_1017,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1024,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1030,8_Intellectual_Property,10_Hate,0,1,0,5,exp2_v2_retry
VSB_vsb_0978,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0996,8_Intellectual_Property,7_Privacy,5,5,0,9,exp2_v2_retry
VSB_vsb_1019,8_Intellectual_Property,7_Privacy,4,10,0,11,exp2_v1
VSB_vsb_1001,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0977,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0947,8_Intellectual_Property,8_Intellectual_Property,11,11,1,11,exp2_v1
VSB_vsb_1000,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0941,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0942,8_Intellectual_Property,8_Intellectual_Property,5,5,1,12,exp2_v2_retry
VSB_vsb_0970,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1010,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0955,8_Intellectual_Property,7_Privacy,4,9,0,13,exp2_v1
VSB_vsb_0946,8_Intellectual_Property,4_Child_Sexual_Exploitation,3,7,0,11,exp2_v1
VSB_vsb_0960,8_Intellectual_Property,8_Intellectual_Property,5,5,1,7,exp2_v1
VSB_vsb_1029,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0944,8_Intellectual_Property,7_Privacy,9,11,0,11,exp2_v1
VSB_vsb_0987,8_Intellectual_Property,11_Suicide_Self-Harm,5,7,0,19,exp2_v1
VSB_vsb_1011,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0956,8_Intellectual_Property,8_Intellectual_Property,10,10,1,9,exp2_v2_retry
VSB_vsb_0968,8_Intellectual_Property,9_Indiscriminate_Weapons,2,5,0,9,exp2_v2_retry
VSB_vsb_1021,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1018,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0998,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1014,8_Intellectual_Property,11_Suicide_Self-Harm,0,4,0,9,exp2_v2_retry
VSB_vsb_1016,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_1005,8_Intellectual_Property,3_Sex-Related_Crimes,2,4,0,13,exp2_v2_retry
VSB_vsb_0938,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0988,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0974,8_Intellectual_Property,6_Specificial_Advice,2,5,0,9,exp2_v2_retry
VSB_vsb_0937,8_Intellectual_Property,4_Child_Sexual_Exploitation,4,9,0,10,exp2_v1
VSB_vsb_0961,8_Intellectual_Property,1_Violent_Crimes,2,5,0,3,exp2_fallback_generic
VSB_vsb_0940,8_Intellectual_Property,8_Intellectual_Property,5,5,1,6,exp2_v1
VSB_vsb_1121,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,10,10,1,10,exp2_v2_retry
VSB_vsb_1041,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1048,9_Indiscriminate_Weapons,11_Suicide_Self-Harm,3,3,0,10,exp2_v2_retry
VSB_vsb_1085,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1070,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,10,exp2_v2_retry
VSB_vsb_1102,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1128,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1050,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,11,exp2_v1
VSB_vsb_1107,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,12,exp2_v1
VSB_vsb_1086,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,11,exp2_v1
VSB_vsb_1127,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,5,5,1,10,exp2_v2_retry
VSB_vsb_1113,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1077,9_Indiscriminate_Weapons,3_Sex-Related_Crimes,5,8,0,9,exp2_v1
VSB_vsb_1042,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,5,5,1,10,exp2_v1
VSB_vsb_1063,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1088,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1112,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,9,9,1,10,exp2_v2_retry
VSB_vsb_1079,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,10,10,1,11,exp2_v1
VSB_vsb_1120,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1099,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1039,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,10,exp2_v1
VSB_vsb_1080,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,9,9,1,11,exp2_v1
VSB_vsb_1084,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,10,exp2_v1
VSB_vsb_1033,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,11,11,1,13,exp2_v1
VSB_vsb_1125,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,10,10,1,9,exp2_v2_retry
VSB_vsb_1073,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,14,14,1,20,exp2_v1
VSB_vsb_1116,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,9,9,1,11,exp2_v1
VSB_vsb_1058,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1114,9_Indiscriminate_Weapons,2_Non-Violent_Crimes,5,7,0,11,exp2_v1
VSB_vsb_1069,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,9,9,1,12,exp2_v1
VSB_vsb_1092,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,10,10,1,10,exp2_v2_retry
VSB_vsb_1043,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,12,exp2_v1
VSB_vsb_1055,9_Indiscriminate_Weapons,2_Non-Violent_Crimes,5,6,0,12,exp2_v1
VSB_vsb_1045,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,6,6,1,10,exp2_v2_retry
VSB_vsb_1067,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1046,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1051,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1082,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,9,9,1,10,exp2_v1
VSB_vsb_1076,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,5,5,1,11,exp2_v1
VSB_vsb_1060,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1091,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,11,exp2_v1
VSB_vsb_1057,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1100,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1081,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,10,exp2_v1
VSB_vsb_1104,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,12,12,1,19,exp2_v1
VSB_vsb_1059,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,11,exp2_v1
VSB_vsb_1089,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1047,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,12,12,1,12,exp2_v1
VSB_vsb_1061,9_Indiscriminate_Weapons,1_Violent_Crimes,8,8,0,11,exp2_v1
VSB_vsb_1053,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1065,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1130,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,11,11,1,19,exp2_v1
VSB_vsb_1054,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1083,9_Indiscriminate_Weapons,1_Violent_Crimes,3,5,0,3,exp2_fallback_generic
VSB_vsb_1072,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,11,exp2_v2_retry
VSB_vsb_1119,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,8,8,1,10,exp2_v2_retry
VSB_vsb_1037,9_Indiscriminate_Weapons,6_Specificial_Advice,5,5,0,11,exp2_v1
VSB_vsb_1062,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,12,12,1,12,exp2_v1
VSB_vsb_1098,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,7,7,1,12,exp2_v1
VSB_vsb_1124,9_Indiscriminate_Weapons,9_Indiscriminate_Weapons,12,12,1,11,exp2_v1
